"Producto","Producto_Instancia","Nombre","Nombre_Instancia","Repositorio","Componentes_Relacionados","Topic","Librería","Versionada","Tiene Replica","Flujo_IC","Tipo Componente","Tipo Servicio","Tecnología","País","Ubicación","IP Nodos PRD","Nombre Servidor","IP NAT","Listener ","IP F5 PRD","Puerto","Prioridad Migración","Fecha Modificación","Modificado Por"
"FastTrack","FastTrack_SLV","Gmg.Genesys.Core.Service.FastTrack","Gmg.Genesys.Core.Service.FastTrack_SLV","GMG-Genesys-FastTrack-SLV_APP","","","","","","","Backend","Frontend Netcore","","SLV","Vlan2","10.1.0.51/10.1.0.52","SLV01AP013/SLV01AP014","172.16.20.103","","10.1.0.50","91","","12/12/2025",""
"FastTrack","FastTrack_SLV","Gmg.Genesys.Fasttrack","Gmg.Genesys.Fasttrack_SLV","","","","","","","","Backend","Frontend Netcore","","SLV","Vlan2","10.1.0.51/10.1.0.52","SLV01AP013/SLV01AP014","172.16.20.103","","10.1.0.50","92","","12/12/2025",""
"FastTrack","FastTrack_SLV","Gmg.Identificacion.Service","Gmg.Identificacion.Service_SLV","GMG-Face-LivenessService-SLV_APP","","","","","","","Backend","Frontend Netcore","","SLV","Vlan2","10.1.0.51/10.1.0.52","SLV01AP013/SLV01AP014","172.16.20.103","","10.1.0.50","94","","12/12/2025",""
"FastTrack","FastTrack_SLV","Gmg.LivenessCheck.Service","Gmg.LivenessCheck.Service_SLV","","","","","","","","Backend","Frontend Netcore","","SLV","Vlan2","10.1.0.51/10.1.0.52","SLV01AP013/SLV01AP014","172.16.20.103","","10.1.0.50","89","","12/12/2025",""
"FastTrack","FastTrack_SLV","Gmg.Persona.CIC.Service","Gmg.Persona.CIC.Service_SLV","GMG-Persona-CIC-SLV_APP","","","","","","","Backend","Frontend Netcore","","SLV","Vlan2","10.1.0.51/10.1.0.52","SLV01AP013/SLV01AP014","172.16.20.103","","10.1.0.50","90","","12/12/2025",""
"FastTrack","FastTrack_SLV","Gmg.PreanalisisReg.Service","Gmg.PreanalisisReg.Service_SLV","GMG-Preanalisis-Service-SLV_APP","","","","","","","Backend","Frontend Netcore","","SLV","Vlan2","10.1.0.51/10.1.0.52","SLV01AP013/SLV01AP014","172.16.20.103","","10.1.0.50","84","","12/12/2025",""
"FastTrack","FastTrack_SLV","Gmg.Signature.Service","Gmg.Signature.Service_SLV","","","","","","","","Backend","Frontend Netcore","","SLV","Vlan2","10.1.0.51/10.1.0.52","SLV01AP013/SLV01AP014","172.16.20.103","","10.1.0.50","93","","12/12/2025",""
"FastTrack","FastTrack_SLV","Gmg.Template.Manager","Gmg.Template.Manager_SLV","","","","","","","","Backend","Frontend Netcore","","SLV","Vlan2","10.1.0.60/10.1.0.61","SLV01AP015/SLV01AP016","","","10.1.0.59","81","","12/12/2025",""
"FastTrack","FastTrack","Gmg.AC.Service.Core.Cliente","Gmg.AC.Service.Core.Cliente_REG","GMG-AC-Service.Core.Cliente_APP","","","NA","","","","Backend","Rest API","Core 2.1","REG","Vlan2","10.1.3.19/10.1.3.20","REG01WS031/REG01WS032","172.16.20.144","","10.1.3.18","82","1","12/12/2025",""
"FastTrack","FastTrack","Gmg.AC.Service.Core.Solicitud","Gmg.AC.Service.Core.Solicitud_REG","GMG-AC-Service.Core.Solicitud_APP","","","V-REL_APP-AC-Solicitud_PRD","","","","Backend","Rest API","Core 2.1","REG","Vlan2","10.1.3.19/10.1.3.20","REG01WS031/REG01WS032","172.16.20.144","","10.1.3.18","83","1","12/12/2025",""
"FastTrack","FastTrack","Gmg.BuroRegional.Core.Service","Gmg.BuroRegional.Core.Service_REG","GMG-BuroRegional-Core_APP","","","V-REL_APP-BUROREGIONAL-Service-PRD","","","","Backend","Rest API","Core 2.1","REG","Vlan2","10.1.3.19/10.1.3.20","REG01WS031/REG01WS032","172.16.20.144","","10.1.3.18","8093","1","12/12/2025",""
"FastTrack","FastTrack","Gmg.Comparison.Service","Gmg.Comparison.Service_REG","Gmg-Preanalisis-Core_APP","","","App_PreAnalisis_Regional - PRD","","","","Backend","Rest API","Core 2.1","REG","Vlan2","10.1.3.19/10.1.3.20","REG01WS031/REG01WS032","172.16.20.144","","10.1.3.18","8091","1","12/12/2025",""
"FastTrack","FastTrack","Gmg.Comparison.Service","Gmg.Comparison.Service_REG","GMG-Face-CoparisonService_APP","","","REL_APP-Liveness-ComparitionService-PRD","","","","Backend","Rest API","Core 3.1","REG","Vlan2","10.1.3.91/10.1.3.92","REG01WB021/REG01WB022","","","10.1.3.89","8590","2","12/12/2025",""
"FastTrack","FastTrack","Gmg.ConsultaServiceBlaze.Service","Gmg.ConsultaServiceBlaze.Service_REG","GMG_ConsultaBlazeReg_App","","","V-REL_APP-CONSULTABLAZE-Service-PRD","","","","Backend","Rest API","Core 3.1","REG","VLan2","10.1.3.19/10.1.3.20","REG01WB030/REG01WB031","","","10.1.3.18","8093","2","12/12/2025",""
"FastTrack","FastTrack","Gmg.FastTrack.Catalogos.Service","Gmg.FastTrack.Catalogos.Service_REG","GMG-FastTrackCatalogo-Service_App","","","REL_APP-FastTrack-Catalogos-PRD","","","","Backend","Rest API","Core 2.1","REG","DMZ","172.16.20.25/172.16.20.26","REG01WS028/REG01WS033","N/A","","172.16.20.24","8179","1","12/12/2025",""
"FastTrack","FastTrack","Gmg.FastTrack.Engine.Service","Gmg.FastTrack.Engine.Service_REG","GMG-FasttrackEngine_APP","","","REL_APP-FastTrack-Engine-PRD","","","","Backend","Rest API","Core 3.1","REG","DMZ","172.16.20.30/172.16.20.31/172.16.20.60","REG01WB026/REG01WB027/REG01WB035","N/A","","172.16.20.29","81/80/443","2","12/12/2025",""
"FastTrack","FastTrack","Gmg.FastTrack.Estados","Gmg.FastTrack.Estados_REG","GMG-FastTrackEstados_App","","","NA","","","","Backend","Rest API","Core 3.1","REG","","","","","","","","2","12/12/2025",""
"FastTrack","FastTrack","Gmg.FastTrack.Micro.Services","Gmg.FastTrack.Micro.Services_REG","GMG-FasttrackFrontEnd_APP","","","REL_APP-FastTrack-Microservice-PRD","","","","Backend","Rest API","Core 3.1","REG","Vlan2","10.1.3.19/10.1.3.20","REG01WS031/REG01WS032","172.16.20.144","","10.1.3.18","80/1000/85/443","2","12/12/2025",""
"FastTrack","FastTrack","Gmg.FastTrack.SignalR.Web","Gmg.FastTrack.SignalR.Web_REG","GMG-FasttrackEngine_APP","","","REL_APP-FASTTRACK-SignalR-PRD","","","","Backend","Rest API","Core 2.1","REG","DMZ","172.16.20.30/172.16.20.31/172.16.20.60","REG01WB026/REG01WB027/REG01WB035","N/A","","172.16.20.29","8098/ 44310","1","12/12/2025",""
"FastTrack","FastTrack","Gmg.Identificacion.Service","Gmg.Identificacion.Service_REG","GMG-Face-IdentificationService_APP","","","REL_APP-Liveness-IdentificacionService-PRD","","","","Backend","Rest API","Core 3.1","REG","Vlan2","10.1.3.91/10.1.3.92","REG01WB021/REG01WB022","","","10.1.3.89","8890","2","12/12/2025",""
"FastTrack","FastTrack","Gmg.LivenessCheck.Service","Gmg.LivenessCheck.Service_REG","GMG-Face-LivenessCheckService_APP","","","REL_APP-Liveness-CheckService-PRD","","","","Backend","Rest API","Core 3.1","REG","DMZ","172.16.20.25/172.16.20.26","REG01WS028/REG01WS033","N/A","","172.16.20.24","8390","2","12/12/2025",""
"FastTrack","FastTrack","Gmg.Persona.CIC.Service","Gmg.Persona.CIC.Service_REG","GMG-Persona_APP","","","NA","","","","Backend","Rest API","Core 3.1","REG","DMZ","172.16.20.25/172.16.20.26","REG01WS028/REG01WS033","N/A","","172.16.20.24","8790","2","12/12/2025",""
"FastTrack","FastTrack","Gmg.Persona.OTP.Service","Gmg.Persona.OTP.Service_REG","GMG-Persona_APP","","","REL_APP-Persona-OTP_Service-PRD","","","","Backend","Rest API","Core 2.1","REG","DMZ","172.16.20.25/172.16.20.26","REG01WS028/REG01WS033","N/A","","172.16.20.24","8180","1","12/12/2025",""
"FastTrack","FastTrack","Gmg.PreanalisisReg.Service","Gmg.PreanalisisReg.Service_REG","Gmg-Preanalisis-Core_APP","","","App_PreAnalisis_Regional - PRD","","","","Backend","Rest API","Core 2.1","REG","Vlan2","10.1.3.19/10.1.3.20","REG01WS031/REG01WS032","172.16.20.144","","10.1.3.18","8091","1","12/12/2025",""
"FastTrack","FastTrack","Gmg.Signature.Service","Gmg.Signature.Service_REG","","","","NA","","","","Backend","Rest API","","REG","Vlan2","10.1.3.91/10.1.3.92","REG01WB021/REG01WB022","","","10.1.3.89","8190","","12/12/2025",""
"FastTrack","FastTrack","Gmg.Template.Manager","Gmg.Template.Manager_REG","GMG-TemplateManager_APP","","","REL_APP-TemplateManager-PRD","","","","Backend","Rest API","Net6","REG","Vlan2","10.1.1.136/10.1.1.138","REG01AP002/REG01AP001","","","10.1.1.132","8191","3","12/12/2025",""
"FastTrack","FastTrack_GTM","Gmg.FastTrack.Engine.GTM","Gmg.FastTrack.Engine.GTM_GTM","GMG-FastTrack-Engine-GTM_APP","","","V-REL_APP-FastTrack-Engine_GTM-PRD","","","","Backend","Rest API","Net6","GTM","DMZ","172.16.20.30/172.16.20.31/172.16.20.60","REG01WB026/REG01WB027/REG01WB035","N/A","","172.16.20.29","8061","3","12/12/2025",""
"FastTrack","FastTrack_HND","Gmg.FastTrack.Engine.HND","Gmg.FastTrack.Engine.HND_HND","GMG-FastTrack-Engine-HND_APP","","","V-REL_APP-FastTrack-Engine_HND-PRD","","","","Backend","Rest API","Net6","HND","DMZ","172.16.20.30/172.16.20.31/172.16.20.60","REG01WB026/REG01WB027/REG01WB035","N/A","","172.16.20.29","8051","3","12/12/2025",""
"FastTrack","FastTrack_NIC","Gmg.FastTrack.Engine.NIC","Gmg.FastTrack.Engine.NIC_NIC","GMG-FastTrack-Engine-NIC_APP","","","V-REL_APP-FastTrack-Engine_NIC-PRD","","","","Backend","Rest API","Net6","NIC","DMZ","172.16.20.30/172.16.20.31/172.16.20.60","REG01WB026/REG01WB027/REG01WB035","N/A","","172.16.20.29","8071","3","12/12/2025",""
"FastTrack","FastTrack_SLV","Gmg.FastTrack.Engine.SLV","Gmg.FastTrack.Engine.SLV_SLV","GMG-FastTrack-Engine-SLV_APP","","","V-REL_APP-FastTrack-Engine_SLV-PRD","","","","Backend","Rest API","Net6","SLV","DMZ","172.16.20.30/172.16.20.31/172.16.20.60","REG01WB026/REG01WB027/REG01WB035","N/A","","172.16.20.29","8041","3","12/12/2025",""
"FastTrack","FastTrack","Gmg.Adq.Service.WCF","Gmg.Adq.Service.WCF_REG","GMG-ADQ_APP","","","REL_APP-ADQ-SAQ-PRD","","","","Backend","WCF","Servicio WCF","REG","Vlan2","10.1.1.101/10.1.1.102","REG01WS001/REG01WS002","","","10.1.1.109","80/ 808/ 443","","12/12/2025",""
"FastTrack","FastTrack","Gmg.Blaze.Consulta","Gmg.Blaze.Consulta_","","","","","","","","Backend","","","","Vlan2","10.1.3.19/10.1.3.20","REG01WS031/REG01WS032","172.16.20.144","","10.1.3.18","8094","","12/12/2025",""
"Genesys","Genesys","Gmg.Genesys.FrontEnd.Web","Gmg.Genesys.FrontEnd.Web_REG","GMG-Genesys_WEB","","","","","","","Backend","FrontEnd","v2.0","REG","VLan2","10.1.2.233/10.1.2.234","REG01WB016/REG01WB017","","","10.1.1.144","80/ 443","","26/2/2026","Nestor Hernandez"
"Genesys","Genesys","Gmg.BlackList.ListsUpdater","Gmg.BlackList.ListsUpdater_REG","GMG-ListasInternacionalesRegional_APP","","","V-REL_APP-ListasInternacionales-Service-PRD","","","","Backend","Rest API","netcoreapp2.1","REG","DMZ","172.16.20.30/172.16.20.31/172.16.20.60","REG01WB026/REG01WB027/REG01WB035","N/A","","10.1.1.154","58251","","26/2/2026","Nestor Hernandez"
"Genesys","Genesys","Gmg.BlackList.ListsUpdater","Gmg.BlackList.ListsUpdater_REG","GMG-ListasInternacionalesRegional_APP","","","V-REL_APP-ListasInternacionales-Service-PRD","","","","Backend","Rest API","netcoreapp2.1","REG","DMZ","172.16.20.30/172.16.20.31/172.16.20.60","REG01WB026/REG01WB027/REG01WB035","N/A","","172.16.20.29","58251","","26/2/2026","Nestor Hernandez"
"Genesys","Genesys","Gmg.EstDemanda.Service","Gmg.EstDemanda.Service_REG","GMG-GenesysEstimacionDemanda_APP","","","V-REL_APP-GenesysEstimacionDemanda-EstDemanda.Service_PRD","","","","Backend","Rest API","netcoreapp3.1","REG","VLan2","10.1.10.46/10.1.10.47/10.1.10.48/10.1.10.49","REG01WS018/REG01WS019/REG01WS053/REG01WS054","","","10.1.1.154","","","26/2/2026","Nestor Hernandez"
"Genesys","Genesys","Gmg.Genesys.Administracion.App","Gmg.Genesys.Administracion.App_GTM","GMG-Genesys-Administracion-GTM_APP ","","","V-REL_APP-GenesysAdministracion-GTM-PRD","","","","Backend","Rest API","netcoreapp3.1","GTM","VLan2","10.1.10.46/10.1.10.47/10.1.10.48/10.1.10.49","REG01WS018/REG01WS019/REG01WS053/REG01WS054","",""," 10.1.1.154","2512","","26/2/2026","Nestor Hernandez"
"Genesys","Genesys","Gmg.Genesys.Administracion.Service","Gmg.Genesys.Administracion.Service_REG","GMG-GenesysAdminitracion_APP","","","V-REL_APP-GenesysAdministracion_PRD","","","","Backend","Rest API","netcoreapp3.1","REG","VLan2","10.1.10.46/10.1.10.47/10.1.10.48/10.1.10.49","REG01WS018/REG01WS019/REG01WS053/REG01WS054","","","10.1.1.154","8085","","26/2/2026","Nestor Hernandez"
"Genesys","Genesys","Gmg.Genesys.Catalogo","Gmg.Genesys.Catalogo_REG","GMG-GenesysCatalogo_APP","","","V-REL_APP-Genesys-Catalogo_PRD","","","","Backend","Rest API","net6.0","REG","VLan2","10.1.10.46/10.1.10.47/10.1.10.48/10.1.10.49","REG01WS018/REG01WS019/REG01WS053/REG01WS054","","","10.1.1.154","8096","","26/2/2026","Nestor Hernandez"
"Genesys","Genesys","Gmg.Genesys.Cliente.NetCore.Service","Gmg.Genesys.Cliente.NetCore.Service_REG","GMG-GenesysClienteNetCore_APP","","","V-REL_APP-GenesysCore_Cliente-PRD","","","","Backend","Rest API","netcoreapp3.1","REG","VLan2","10.1.10.46/10.1.10.47/10.1.10.48/10.1.10.49","REG01WS018/REG01WS019/REG01WS053/REG01WS054","","","10.1.1.154","8084","","26/2/2026","Nestor Hernandez"
"Genesys","Genesys","Gmg.Genesys.Cliente.Service","Gmg.Genesys.Cliente.Service_CRI","GMG-GenesysCliente-CRI_APP","","","V-REL_APP-GenesysCliente-CR_PRD","","","","Backend","Rest API","net10.0","CRI","VLan2","10.1.10.46/10.1.10.47/10.1.10.48/10.1.10.49","REG01WS018/REG01WS019/REG01WS053/REG01WS054","","","10.1.1.154","","En proceso proyecto migración WCF","26/2/2026","Nestor Hernandez"
"Genesys","Genesys","Gmg.Genesys.CompraCartera","Gmg.Genesys.CompraCartera_REG","GMG-GenesysCompraCartera_APP","","","","","","","Backend","Rest API","net6.0","REG","DMZ","172.16.20.58/172.16.20.59","REG01WB062/REG01WB063","N/A","","0","4001","","26/2/2026","Nestor Hernandez"
"Genesys","Genesys","Gmg.Genesys.Core.Cliente","Gmg.Genesys.Core.Cliente_GTM","GMG-GenesysCliente-GTM_APP","","","V-REL_APP-Genesys-Cliente-GTM_PRD","","","","Backend","Rest API","net6.0","GTM","VLan2","10.1.2.248/10.1.2.249","GTM01WS003/GTM01WS004","",""," 10.1.2.253","91","","26/2/2026","Nestor Hernandez"
"Genesys","Genesys","Gmg.Genesys.Core.Cotizacion","Gmg.Genesys.Core.Cotizacion_REG","GMG-GenesysCotizacionNetCore_APP","","","V-REL_APP-GenesysCore_Cotizacion-PRD","","","","Backend","Rest API","netcoreapp3.1","REG","VLan2","10.1.10.46/10.1.10.47/10.1.10.48/10.1.10.49","REG01WS018/REG01WS019/REG01WS053/REG01WS054","","","10.1.1.154","8087","","26/2/2026","Nestor Hernandez"
"Genesys","Genesys","Gmg.Genesys.Core.Desembolso","Gmg.Genesys.Core.Desembolso_GTM","GMG-GenesysDesembolso-GTM_APP","","","V-REL_APP-Genesys_Desembolso-GTM-PRD","","","","Backend","Rest API","net6.0","GTM","VLan2","10.1.2.248/10.1.2.249","GTM01WS003/GTM01WS004","",""," 10.1.2.253","94","","26/2/2026","Nestor Hernandez"
"Genesys","Genesys","Gmg.Genesys.Core.DesembolsoEfectivo","Gmg.Genesys.Core.DesembolsoEfectivo_REG","GMG-GenesysDesembolsoNetCore_APP","","","V-REL_APP-GenesysCore-DesembolsoEfectivo_PRD","","","","Backend","Rest API","net6.0","REG","VLan2","10.1.10.46/10.1.10.47/10.1.10.48/10.1.10.49","REG01WS018/REG01WS019/REG01WS053/REG01WS054","","","10.1.1.154","8092","","26/2/2026","Nestor Hernandez"
"Genesys","Genesys","Gmg.Genesys.Core.Devolucion","Gmg.Genesys.Core.Devolucion_REG","GMG-GenesysDevolucionNetCore_APP","","","V-REL_APP-GenesysDevolucionNetCore-Service-PRD","","","","Backend","Rest API","netcoreapp3.1","REG","VLan2","10.1.10.46/10.1.10.47/10.1.10.48/10.1.10.49","REG01WS018/REG01WS019/REG01WS053/REG01WS054","","","10.1.1.154","8078","","26/2/2026","Nestor Hernandez"
"Genesys","Genesys","Gmg.Genesys.Core.Etiqueta","Gmg.Genesys.Core.Etiqueta_REG","GMG-GenesysEtiquetasNetCore_APP","","","V-REL_APP-GenesysEtiquetasNetCore-Service-PRD","","","","Backend","Rest API","netcoreapp3.1","REG","VLan2","10.1.10.46/10.1.10.47/10.1.10.48/10.1.10.49","REG01WS018/REG01WS019/REG01WS053/REG01WS054","","","10.1.1.154","8090","","26/2/2026","Nestor Hernandez"
"Genesys","Genesys","Gmg.Genesys.Core.ExtraccionDocs","Gmg.Genesys.Core.ExtraccionDocs_REG","GMG-ExtraccionDocumentoService_APP","","","V-REL_APP-GenesysCore_ExtraccionDocs-PRD","","","","Backend","Rest API","netcoreapp3.1","REG","VLan2","10.1.2.233/10.1.2.234","REG01WB016/REG01WB017","",""," 10.1.1.144","8001","","26/2/2026","Nestor Hernandez"
"Genesys","Genesys","Gmg.Genesys.Core.Factura","Gmg.Genesys.Core.Factura_REG","GMG-GenesysFacturacionNetCore_APP","","","V-REL_APP-GenesysCore_Factura-PRD","","","","Backend","Rest API","netcoreapp3.1","REG","VLan2","10.1.10.46/10.1.10.47/10.1.10.48/10.1.10.49","REG01WS018/REG01WS019/REG01WS053/REG01WS054","","","10.1.1.154","8088","","26/2/2026","Nestor Hernandez"
"Genesys","Genesys","Gmg.Genesys.Core.Factura","Gmg.Genesys.Core.Factura_GTM","GMG-GenesysFactura-GTM_APP","","","V-REL_APP-Genesys-Factura-GTM_PRD","","","","Backend","Rest API","net6.0","GTM","VLan2","10.1.2.248/10.1.2.249","GTM01WS003/GTM01WS004","","","10.1.2.253","93","","26/2/2026","Nestor Hernandez"
"Genesys","Genesys","Gmg.Genesys.Core.Operaciones","Gmg.Genesys.Core.Operaciones_REG","GMG-GenesysOperacionNetCore_APP","","","","","","","Backend","Rest API","netcoreapp3.1","REG","VLan2","10.1.10.46/10.1.10.47/10.1.10.48/10.1.10.49","REG01WS018/REG01WS019/REG01WS053/REG01WS054","","","10.1.1.154","8083","","26/2/2026","Nestor Hernandez"
"Genesys","Genesys","Gmg.Genesys.Core.Operaciones","Gmg.Genesys.Core.Operaciones_GTM","GMG-GenesysOperacion-GTM_APP","","","V-REL_APP-Genesys-Operacion-GTM-PRD","","","","Backend","Rest API","net6.0","GTM","VLan2","10.1.2.248/10.1.2.249","GTM01WS003/GTM01WS004","","","10.1.2.253","92","","26/2/2026","Nestor Hernandez"
"Genesys","Genesys","Gmg.Genesys.Core.Operaciones_NIC","Gmg.Genesys.Core.Operaciones_NIC_NIC","GMG-GenesysOperacion-NIC_APP","","","V-REL_APP-Genesys-Operacion-NIC-PRD","","","","Backend","Rest API","net6.0","NIC","VLan2","10.1.10.46/10.1.10.47/10.1.10.48/10.1.10.49","REG01WS018/REG01WS019/REG01WS053/REG01WS054","","","10.1.1.154","5111","","26/2/2026","Nestor Hernandez"
"Genesys","Genesys","Gmg.Genesys.Core.ProcesoCartera","Gmg.Genesys.Core.ProcesoCartera_REG","GMG-GenesysProcesoCartera_APP","","","GMG-GenesysProcesoCartera_APP","","","","Backend","Rest API","net6.0","REG","VLan2","10.1.10.46/10.1.10.47/10.1.10.48/10.1.10.49","REG01WS018/REG01WS019/REG01WS053/REG01WS054","","","10.1.1.154","85","","26/2/2026","Nestor Hernandez"
"Genesys","Genesys","Gmg.Genesys.Core.Service.FastTrack","Gmg.Genesys.Core.Service.FastTrack_REG","GMG-Genesys_WEB","","","","","","","Backend","Rest API","netcoreapp2.2","REG","VLan2","10.1.10.46/10.1.10.47/10.1.10.48/10.1.10.49","REG01WS018/REG01WS019/REG01WS053/REG01WS054","","","10.1.1.154","88","","26/2/2026","Nestor Hernandez"
"Genesys","Genesys","Gmg.Genesys.Cotizacion.Service","Gmg.Genesys.Cotizacion.Service_CRI","GMG-GenesysCotizacion-CRI_APP","","","V-REL_APP-GenesysCotizacion-CR_PRD","","","","Backend","Rest API","net10","CRI","VLan2","10.1.10.46/10.1.10.47/10.1.10.48/10.1.10.49","REG01WS018/REG01WS019/REG01WS053/REG01WS054","","","10.1.1.154","8087","En proceso proyecto migración WCF","26/2/2026","Nestor Hernandez"
"Genesys","Genesys","Gmg.Genesys.Cotizacion.Service","Gmg.Genesys.Cotizacion.Service_SLV","GMG-GenesysCotizacionNetCore_SLV_APP","","","V-REL_APP-GenesysCore_Cotizacion_SLV-PRD","","","","Backend","Rest API","net6.0","SLV","VLan2","10.1.10.46/10.1.10.47/10.1.10.48/10.1.10.49","REG01WS018/REG01WS019/REG01WS053/REG01WS054","",""," 10.1.1.154","3110","","26/2/2026","Nestor Hernandez"
"Genesys","Genesys","Gmg.Genesys.EstimacionDemanda","Gmg.Genesys.EstimacionDemanda_REG","GMG-GenesysEstimacionDemanda_APP","","","V-REL_APP-GenesysEstimacionDemanda-EstDemanda.Service_PRD","","","","Backend","Rest API","netcoreapp3.1","REG","VLan2","10.1.10.46/10.1.10.47/10.1.10.48/10.1.10.49","REG01WS018/REG01WS019/REG01WS053/REG01WS054","","","10.1.1.154","8086","","26/2/2026","Nestor Hernandez"
"Genesys","Genesys","Gmg.Genesys.Factura.Service","Gmg.Genesys.Factura.Service_CRI","GMG-GenesysFactura-CRI_APP","","","V-REL_APP-Genesys_Factura-CR-PRD","","","","Backend","Rest API","net10","CRI","VLan2","10.1.10.46/10.1.10.47/10.1.10.48/10.1.10.49","REG01WS018/REG01WS019/REG01WS053/REG01WS054","","","10.1.1.154","","En proceso proyecto migración WCF","26/2/2026","Nestor Hernandez"
"Genesys","Genesys","Gmg.Genesys.Gestion","Gmg.Genesys.Gestion_REG","GMG-GenesysGestion_APP","","","V-REL_APP-Genesys-Gestion_PRD","","","","Backend","Rest API","net6.0","REG","VLan2","10.1.10.46/10.1.10.47/10.1.10.48/10.1.10.49","REG01WS018/REG01WS019/REG01WS053/REG01WS054","","","10.1.1.154","8095","","26/2/2026","Nestor Hernandez"
"Genesys","Genesys","Gmg.Genesys.Operacion.Service","Gmg.Genesys.Operacion.Service_CRI","GMG-GenesysOperacion-CRI_APP","","","V-REL_APP-Genesys_Operacion-CR-PRD","","","","Backend","Rest API","net10","CRI","VLan2","10.1.10.46/10.1.10.47/10.1.10.48/10.1.10.49","REG01WS018/REG01WS019/REG01WS053/REG01WS054","","","10.1.1.154","","En proceso proyecto migración WCF","26/2/2026","Nestor Hernandez"
"Genesys","Genesys","Gmg.Genesys.Segmento","Gmg.Genesys.Segmento_REG","GMG-GenesysSegmento_App","","","V-REL_APP-GenesysSegmento-Service_PRD","","","","Backend","Rest API","netcoreapp3.1","REG","VLan2","10.1.10.46/10.1.10.47/10.1.10.48/10.1.10.49","REG01WS018/REG01WS019/REG01WS053/REG01WS054","","","10.1.1.154","8089","","26/2/2026","Nestor Hernandez"
"Genesys","Genesys","Gmg.Genesys.Service.Blacklist","Gmg.Genesys.Service.Blacklist_REG","GMG-ListasInternacionalesRegional_Genesys","","","V-REL_APP-ListasInternacionales_Genesys-Service-PRD","","","","Backend","Rest API","netcoreapp2.1","REG","VLan2","10.1.10.46/10.1.10.47/10.1.10.48/10.1.10.49","REG01WS018/REG01WS019/REG01WS053/REG01WS054","","","10.1.1.154","55184","","26/2/2026","Nestor Hernandez"
"Genesys","Genesys","Gmg.Genesys.Service.CalculadoraFinanciera","Gmg.Genesys.Service.CalculadoraFinanciera_REG","GMG-Genesys_WEB","","","","","","","Backend","Rest API","netcoreapp2.1","REG","VLan2","10.1.10.46/10.1.10.47/10.1.10.48/10.1.10.49","REG01WS018/REG01WS019/REG01WS053/REG01WS054","","","10.1.1.154","83","","26/2/2026","Nestor Hernandez"
"Genesys","Genesys","Gmg.Genesys.Services.CargosRecurrentes","Gmg.Genesys.Services.CargosRecurrentes_REG","GMG-Genesys_WEB","","","","","","","Backend","WCF","v4.5.2","REG","VLan2","10.1.10.46/10.1.10.47/10.1.10.48/10.1.10.49","REG01WS018/REG01WS019/REG01WS053/REG01WS054","","","10.1.1.154","81","","26/2/2026","Nestor Hernandez"
"Genesys","Genesys","Gmg.Genesys.Services.Cliente","Gmg.Genesys.Services.Cliente_REG","GMG-GenesysCliente_APP","","","V-REL_APP-GenesysCliente-Service_PRD","","","","Backend","WCF","v2.0","REG","Vlan2","10.1.1.46/10.1.1.47/10.1.1.48/10.1.1.49","REG01WS018/REG01WS019/REG01WS053/REG01WS054","","","10.1.1.154","81","","26/2/2026","Nestor Hernandez"
"Genesys","Genesys","Gmg.Genesys.Services.CompraCartera","Gmg.Genesys.Services.CompraCartera_REG","GMG-Genesys_WEB","","","","","","","Backend","WCF","v4.5.2","REG","DMZ","172.16.20.58/172.16.20.59","REG01WB062/REG01WB063","N/A",""," 10.1.1.154","81","","26/2/2026","Nestor Hernandez"
"Genesys","Genesys","Gmg.Genesys.Services.Convenios","Gmg.Genesys.Services.Convenios_REG","GMG-Genesys_WEB","","","","","","","Backend","WCF","v4.5.2","REG","DMZ","172.16.20.58/172.16.20.59","REG01WB062/REG01WB063","N/A","","10.1.1.154","4004","","26/2/2026","Nestor Hernandez"
"Genesys","Genesys","Gmg.Genesys.Services.Cotizacion","Gmg.Genesys.Services.Cotizacion_REG","GMG-GenesysCotizacion_APP","","","V-REL_APP-GenesysCotizacion-Service_PRD","","","","Backend","WCF","v4.5.2","REG","VLan2","10.1.10.46/10.1.10.47/10.1.10.48/10.1.10.49","REG01WS018/REG01WS019/REG01WS053/REG01WS054","","","10.1.1.154","807","","26/2/2026","Nestor Hernandez"
"Genesys","Genesys","Gmg.Genesys.Services.CuotasChiquitas","Gmg.Genesys.Services.CuotasChiquitas_REG","GMG-Genesys_WEB","","","","","","","Backend","WCF","v4.5.2","REG","VLan2","10.1.10.46/10.1.10.47/10.1.10.48/10.1.10.49","REG01WS018/REG01WS019/REG01WS053/REG01WS054","","","10.1.1.154","81","","26/2/2026","Nestor Hernandez"
"Genesys","Genesys","Gmg.Genesys.Services.CuotasChiquitas","Gmg.Genesys.Services.CuotasChiquitas_GTM","GMG-Genesys_WEB","","","","","","","Backend","WCF","v4.5.2","GTM","VLan2","10.1.2.248/10.1.2.249","GTM01WS003/GTM01WS004","","","10.1.2.253","81","","26/2/2026","Nestor Hernandez"
"Genesys","Genesys","Gmg.Genesys.Services.DesembolsoEfectivo","Gmg.Genesys.Services.DesembolsoEfectivo_REG","GMG-Genesys_WEB","","","","","","","Backend","WCF","v4.5.2","REG","VLan2","10.1.10.46/10.1.10.47/10.1.10.48/10.1.10.49","REG01WS018/REG01WS019/REG01WS053/REG01WS054","","","10.1.1.154","81","","26/2/2026","Nestor Hernandez"
