Numero;Producto ;ServicioID;InstanciaId;Repositorio;Componentes_Relacionados;Topic;Libreria;Tipo_Componente;Versionada;Tiene_Replica;Flujo_IC;Tipo Servicio;Tecnologia;Pais; ;IP_Nodos_PRD;NombreServidor;IP_NAT;IP_F5_PRD;Puerto;Prioridad_Migracion;FechaModificacion;Modificado Por
598;RapiWeb_CRI;Gmg.Sapv.Service.MovimientoInventario;Gmg.Sapv.Service.MovimientoInventario_CRI;;;;;Backend;;;;WCF ;;CRI;;10.1.10.40|10.1.10.41|10.1.10.42;REG01WS011|REG01WS012|REG01WS013;;10.1.1.22;82| 806;;12/12/2025;
603;RapiWeb_CRI;Gmg.Sapv.Service.PagoServicio;Gmg.Sapv.Service.PagoServicio_CRI;;;;;Backend;;;;WCF ;;CRI;;10.1.10.40|10.1.10.41|10.1.10.42;REG01WS011|REG01WS012|REG01WS013;;10.1.1.22;82| 806;;12/12/2025;
611;RapiWeb_NIC;Gmg.Sapv.Service.ReciboAsync;Gmg.Sapv.Service.ReciboAsync_NIC;;;;;Backend;;;;WCF ;;NIC;;10.1.10.40|10.1.10.41|10.1.10.42;REG01WS011|REG01WS012|REG01WS013;;10.1.1.22;82| 806;;12/12/2025;
636;Por_Definir2;Gmg.Seguros.Service.Core;Gmg.Seguros.Service.Core_REG;GMG-Seguros_APP;;;;Backend;;;;;;REG;;10.1.10.40|10.1.10.41|10.1.10.42;REG01WS011|REG01WS012|REG01WS013;;10.1.1.22;8083;;12/12/2025;
638;Por_Definir2;Gmg.Seguros.Services.Cliente;Gmg.Seguros.Services.Cliente_REG;;;;;Backend;;;;;;REG;;10.1.10.40|10.1.10.41|10.1.10.42;REG01WS011|REG01WS012|REG01WS013;;10.1.1.22;87;;12/12/2025;
640;Por_Definir2;Gmg.Seguros.Services.Seguridad;Gmg.Seguros.Services.Seguridad_REG;;;;;Backend;;;;;;REG;;10.1.10.40|10.1.10.41|10.1.10.42;REG01WS011|REG01WS012|REG01WS013;;10.1.1.22;87;;12/12/2025;
642;Por_Definir2;Gmg.Service.Combos;Gmg.Service.Combos_REG;;;;;Backend;;;;;;REG;;10.1.10.40|10.1.10.41|10.1.10.42;REG01WS011|REG01WS012|REG01WS013;;10.1.1.22;1011;;12/12/2025;
647;RapiWeb_CRI;Gmg.Service.Presupuesto;Gmg.Service.Presupuesto_CRI;;;;;Backend;;;;Rest API;;CRI;;10.1.10.40|10.1.10.41|10.1.10.42;REG01WS011|REG01WS012|REG01WS013;;10.1.1.22;8084;;12/12/2025;
680;Por_Definir3;Gmg.UtilityPayments.Service.Consulta;Gmg.UtilityPayments.Service.Consulta_REG;;;;;Backend;;;;;;REG;;10.1.10.40|10.1.10.41|10.1.10.42;REG01WS011|REG01WS012|REG01WS013;;10.1.1.22;84;;12/12/2025;
682;Por_Definir3;Gmg.UtilityPayments.Service.Pago;Gmg.UtilityPayments.Service.Pago_REG;;;;;Backend;;;;;;REG;;10.1.10.40|10.1.10.41|10.1.10.42;REG01WS011|REG01WS012|REG01WS013;;10.1.1.22;84;;12/12/2025;
684;Por_Definir3;Gmg.UtilityPayments.Service.Reversion;Gmg.UtilityPayments.Service.Reversion_REG;;;;;Backend;;;;;;REG;;10.1.10.40|10.1.10.41|10.1.10.42;REG01WS011|REG01WS012|REG01WS013;;10.1.1.22;84;;12/12/2025;
686;Por_Definir3;Gmg.UtilityPayments.Services;Gmg.UtilityPayments.Services_REG;;;;;Backend;;;;;;REG;;10.1.10.40|10.1.10.41|10.1.10.42;REG01WS011|REG01WS012|REG01WS013;;10.1.1.22;84;;12/12/2025;
52;RapiWeb_NIC;Gmg.Backend.Rapiweb.DevolucionSapv;Gmg.Backend.Rapiweb.DevolucionSapv_NIC;GMG-RW-Service-NIC_APP;;;;Backend;;;;WCF ;NF 4.5.1;NIC;;;REG01WS011|REG01WS012|REG01WS013;;;;;12/12/2025;
534;RapiWeb_CRI;Gmg.Sapv.Consolidado.Service.Documento;Gmg.Sapv.Consolidado.Service.Documento_CRI;;;;;Backend;;;;Rest API;;CRI;;;REG01WS011|REG01WS012|REG01WS013;;10.1.1.22;88;;12/12/2025;
527;Por_Definir2;Gmg.ReportingPortal.Services.Comisiones;Gmg.ReportingPortal.Services.Comisiones_REG;0;;;;Backend;;;;;;REG;;10.1.10.44|10.1.10.45;REG01WS014|REG01WS015;;10.1.1.36;85| 810;;12/12/2025;
646;Por_Definir3;Gmg.Service.Catalogos;Gmg.Service.Catalogos_;GMG-Catalogos_APP;;;;Backend;;;;;;;;10.1.10.44|10.1.10.45;REG01WS014|REG01WS015;; 10.1.1.36;86;;12/12/2025;
631;Seguridad_Reg;Gmg.Seguridad;Gmg.Seguridad_;;;;;Backend;;;;Rest API;;;;10.1.10.26|10.1.2.209;REG01WS016|REG01WS017;; 10.1.1.73;8081| 8080;;12/12/2025;
48;RapiWeb_CRI;Gmg.App.Configuration.Service;Gmg.App.Configuration.Service_REG;;;;;Backend;;;;;;REG;;10.1.2.209|10.1.10.26;REG01WS016|REG01WS017;;10.1.1.73;82;;12/12/2025;
346;Seguridad_Reg;Gmg.Identity.Provider.Service;Gmg.Identity.Provider.Service_;;;;;Backend;;;;;;;;10.1.2.209|10.1.10.26;REG01WS016|REG01WS017;;10.1.1.73;80;;12/12/2025;
351;Seguridad_Reg;Gmg.IdentityServer.Service;Gmg.IdentityServer.Service_REG;;;;;Backend/Frontend;;;;Rest Api;Net6;REG;DMZ;10.1.2.209|10.1.10.26;REG01WS016|REG01WS017;;10.1.1.73;80| 83| 44310;;12/12/2025;
312;Genesys;Gmg.Genesys.Services.Cliente;Gmg.Genesys.Services.Cliente_;GMG-Genesys_WEB;;;;Backend;;;;WCF;netcoreapp2.1;;;10.1.1.46|10.1.1.47;REG01WS018|REG01WS019|REG01WS053|REG01WS054;;10.1.1.154;807;;12/12/2025;
174;Genesys;Gmg.EstDemanda.Service;Gmg.EstDemanda.Service_REG;GMG-GenesysEstimacionDemanda_APP;;;V-REL_APP-GenesysEstimacionDemanda-EstDemanda.Service_PRD;Backend;;;;Rest API;netcoreapp3.1;REG;VLan2;10.1.10.46|10.1.10.47|10.1.10.48|10.1.10.49;REG01WS018|REG01WS019|REG01WS053|REG01WS054;;10.1.1.154;;;12/12/2025;
272;Genesys;Gmg.Genesys.Catalogo;Gmg.Genesys.Catalogo_REG;GMG-GenesysCatalogo_APP;;;V-REL_APP-Genesys-Catalogo_PRD;Backend;;;;Rest API;net6.0;REG;VLan2;10.1.10.46|10.1.10.47|10.1.10.48|10.1.10.49;REG01WS018|REG01WS019|REG01WS053|REG01WS054;;10.1.1.154;8096;;12/12/2025;
277;Genesys;Gmg.Genesys.Core.Cotizacion;Gmg.Genesys.Core.Cotizacion_REG;GMG-GenesysCotizacionNetCore_APP;;;V-REL_APP-GenesysCore_Cotizacion-PRD;Backend;;;;Rest API;netcoreapp3.1;REG;VLan2;10.1.10.46|10.1.10.47|10.1.10.48|10.1.10.49;REG01WS018|REG01WS019|REG01WS053|REG01WS054;;10.1.1.154;8087;;12/12/2025;
279;Genesys;Gmg.Genesys.Core.DesembolsoEfectivo;Gmg.Genesys.Core.DesembolsoEfectivo_REG;GMG-GenesysDesembolsoNetCore_APP;;;V-REL_APP-GenesysCore-DesembolsoEfectivo_PRD;Backend;;;;Rest API;net6.0;REG;VLan2;10.1.10.46|10.1.10.47|10.1.10.48|10.1.10.49;REG01WS018|REG01WS019|REG01WS053|REG01WS054;;10.1.1.154;8092;;12/12/2025;
283;Genesys;Gmg.Genesys.Core.Factura;Gmg.Genesys.Core.Factura_REG;GMG-GenesysFacturacionNetCore_APP;;;V-REL_APP-GenesysCore_Factura-PRD;Backend;;;;Rest API;netcoreapp3.1;REG;VLan2;10.1.10.46|10.1.10.47|10.1.10.48|10.1.10.49;REG01WS018|REG01WS019|REG01WS053|REG01WS054;;10.1.1.154;8088;;12/12/2025;
315;Genesys_;Gmg.Genesys.Services.Cotizacion;Gmg.Genesys.Services.Cotizacion_;GMG-GenesysCotizacion_APP;;;V-REL_APP-GenesysCotizacion-Service_PRD;Backend;;;;WCF;v4.5.2;;VLan2;10.1.10.46|10.1.10.47|10.1.10.48|10.1.10.49;REG01WS018|REG01WS019|REG01WS053|REG01WS054;;10.1.1.154;807;;12/12/2025;
334;Cobros;Gmg.Gestion.Cobros;Gmg.Gestion.Cobros_REG;GMG-GestionCobrosService_APP;;;V-REL_APP-RW-GestionCobrosService-PRD;Backend;;;;Rest API;net6.0;REG;VLan2;10.1.10.46|10.1.10.47|10.1.10.48|10.1.10.49;REG01WS018|REG01WS019|REG01WS053|REG01WS054;;10.1.1.154;8094| 44311;3;12/12/2025;
22;Cobros;Gmg.Administracion.Cobros;Gmg.Administracion.Cobros_REG;GMG_AdministracionCobrosService_APP;;;V-REL_APP-RW-AdministracionCobrosService-PRD;Backend;;;;Rest API;net6.0;REG;VLan2;10.1.10.46|10.1.10.47|10.1.10.48|10.1.10.49;REG01WS018|REG01WS019|REG01WS053|REG01WS054;;10.1.1.154;8093| 44312;3;12/12/2025;
23;Cobros;Gmg.Administracion.Cobros;Gmg.Administracion.Cobros_GTM;GMG_AdministracionCobrosService_GTM_APP ;;;;Backend;;;;Rest API;;GTM;VLan2;10.1.10.46|10.1.10.47|10.1.10.48|10.1.10.49;REG01WS018|REG01WS019|REG01WS053|REG01WS054;;10.1.1.154;;;12/12/2025;
241;RapiWeb_CRI;Gmg.Fingerprint.Service.AdditionalService;Gmg.Fingerprint.Service.AdditionalService_REG;;;;;Backend;;;;;;REG;VLan2;10.1.10.46|10.1.10.47|10.1.10.48|10.1.10.49;REG01WS018|REG01WS019|REG01WS053|REG01WS054;;10.1.1.154;82;;12/12/2025;
243;RapiWeb_CRI;Gmg.FingerPrint.Service.RemotingService;Gmg.FingerPrint.Service.RemotingService_REG;;;;;Backend;;;;;;REG;VLan2;10.1.10.46|10.1.10.47|10.1.10.48|10.1.10.49;REG01WS018|REG01WS019|REG01WS053|REG01WS054;;10.1.1.154;82;;12/12/2025;
270;Genesys;Gmg.Genesys.Administracion.App;Gmg.Genesys.Administracion.App_GTM;GMG-Genesys-Administracion-GTM_APP ;;;;Backend;;;;;;GTM;VLan2;10.1.10.46|10.1.10.47|10.1.10.48|10.1.10.49;REG01WS018|REG01WS019|REG01WS053|REG01WS054;; 10.1.1.154;2512;;12/12/2025;
271;Genesys;Gmg.Genesys.Administracion.Service;Gmg.Genesys.Administracion.Service_REG;GMG-GenesysAdminitracion_APP;;;V-REL_APP-GenesysAdministracion_PRD;Backend;;;;Rest API;netcoreapp3.1;REG;VLan2;10.1.10.46|10.1.10.47|10.1.10.48|10.1.10.49;REG01WS018|REG01WS019|REG01WS053|REG01WS054;;10.1.1.154;8085;;12/12/2025;
273;Genesys;Gmg.Genesys.Cliente.NetCore.Service;Gmg.Genesys.Cliente.NetCore.Service_REG;GMG-GenesysClienteNetCore_APP;;;V-REL_APP-GenesysCore_Cliente-PRD;Backend;;;;Rest API;netcoreapp3.1;REG;VLan2;10.1.10.46|10.1.10.47|10.1.10.48|10.1.10.49;REG01WS018|REG01WS019|REG01WS053|REG01WS054;;10.1.1.154;8084;;12/12/2025;
280;Genesys;Gmg.Genesys.Core.Devolucion;Gmg.Genesys.Core.Devolucion_REG;GMG-GenesysDevolucionNetCore_APP;;;V-REL_APP-GenesysDevolucionNetCore-Service-PRD;Backend;;;;Rest API;netcoreapp3.1;REG;VLan2;10.1.10.46|10.1.10.47|10.1.10.48|10.1.10.49;REG01WS018|REG01WS019|REG01WS053|REG01WS054;;10.1.1.154;8078;;12/12/2025;
281;Genesys;Gmg.Genesys.Core.Etiqueta;Gmg.Genesys.Core.Etiqueta_REG;GMG-GenesysEtiquetasNetCore_APP;;;V-REL_APP-GenesysEtiquetasNetCore-Service-PRD;Backend;;;;Rest API;netcoreapp3.1;REG;VLan2;10.1.10.46|10.1.10.47|10.1.10.48|10.1.10.49;REG01WS018|REG01WS019|REG01WS053|REG01WS054;;10.1.1.154;8090;;12/12/2025;
285;Genesys;Gmg.Genesys.Core.Operaciones;Gmg.Genesys.Core.Operaciones_REG;GMG-GenesysOperacionNetCore_APP;;;;Backend;;;;Rest API;netcoreapp3.1;REG;VLan2;10.1.10.46|10.1.10.47|10.1.10.48|10.1.10.49;REG01WS018|REG01WS019|REG01WS053|REG01WS054;;10.1.1.154;8083;;12/12/2025;
287;Genesys;Gmg.Genesys.Core.ProcesoCartera;Gmg.Genesys.Core.ProcesoCartera_REG;GMG-GenesysProcesoCartera_APP;;;GMG-GenesysProcesoCartera_APP;Backend;;;;Rest API;net6.0;REG;VLan2;10.1.10.46|10.1.10.47|10.1.10.48|10.1.10.49;REG01WS018|REG01WS019|REG01WS053|REG01WS054;;10.1.1.154;85;;12/12/2025;
288;Genesys;Gmg.Genesys.Core.Service.FastTrack;Gmg.Genesys.Core.Service.FastTrack_REG;GMG-Genesys_WEB;;;;Backend;;;;Rest API;netcoreapp2.2;REG;VLan2;10.1.10.46|10.1.10.47|10.1.10.48|10.1.10.49;REG01WS018|REG01WS019|REG01WS053|REG01WS054;;10.1.1.154;88;;12/12/2025;
294;Genesys;Gmg.Genesys.Cotizacion.Service;Gmg.Genesys.Cotizacion.Service_CRI;GMG-GenesysCotizacion-CRI_APP;;;;Backend;;;;Rest API;net10;CRI;VLan2;10.1.10.46|10.1.10.47|10.1.10.48|10.1.10.49;REG01WS018|REG01WS019|REG01WS053|REG01WS054;;10.1.1.154;8087;En proceso proyecto migración WCF;12/12/2025;
295;Genesys;Gmg.Genesys.Cotizacion.Service;Gmg.Genesys.Cotizacion.Service_SLV;GMG-GenesysCotizacionNetCore_SLV_APP;;;;Backend;;;;;;SLV;VLan2;10.1.10.46|10.1.10.47|10.1.10.48|10.1.10.49;REG01WS018|REG01WS019|REG01WS053|REG01WS054;; 10.1.1.154;3110;;12/12/2025;
296;Genesys;Gmg.Genesys.EstimacionDemanda;Gmg.Genesys.EstimacionDemanda_;;;;;Backend;;;;;;;VLan2;10.1.10.46|10.1.10.47|10.1.10.48|10.1.10.49;REG01WS018|REG01WS019|REG01WS053|REG01WS054;;10.1.1.154;8086;;12/12/2025;
305;Genesys;Gmg.Genesys.Gestion;Gmg.Genesys.Gestion_REG;GMG-GenesysGestion_APP;;;V-REL_APP-Genesys-Gestion_PRD;Backend;;;;Rest API;net6.0;REG;VLan2;10.1.10.46|10.1.10.47|10.1.10.48|10.1.10.49;REG01WS018|REG01WS019|REG01WS053|REG01WS054;;10.1.1.154;8095;;12/12/2025;
307;Genesys;Gmg.Genesys.Segmento;Gmg.Genesys.Segmento_REG;;;;;Backend;;;;;;REG;VLan2;10.1.10.46|10.1.10.47|10.1.10.48|10.1.10.49;REG01WS018|REG01WS019|REG01WS053|REG01WS054;;10.1.1.154;8089;;12/12/2025;
308;Genesys;Gmg.Genesys.Service.BackList;Gmg.Genesys.Service.BackList_REG;GMG-ListasInternacionalesRegional_Genesys;;;V-REL_APP-ListasInternacionales_Genesys-Service-PRD;Backend;;;;Rest API;netcoreapp2.1;REG;VLan2;10.1.10.46|10.1.10.47|10.1.10.48|10.1.10.49;REG01WS018|REG01WS019|REG01WS053|REG01WS054;;10.1.1.154;;;12/12/2025;
309;Genesys;Gmg.Genesys.Service.Blacklist;Gmg.Genesys.Service.Blacklist_;;;;;Backend;;;;;;;VLan2;10.1.10.46|10.1.10.47|10.1.10.48|10.1.10.49;REG01WS018|REG01WS019|REG01WS053|REG01WS054;;10.1.1.154;55184;;12/12/2025;
310;Genesys;Gmg.Genesys.Service.CalculadoraFinanciera;Gmg.Genesys.Service.CalculadoraFinanciera_REG;GMG-Genesys_WEB;;;;Backend;;;;Rest API;netcoreapp2.1;REG;VLan2;10.1.10.46|10.1.10.47|10.1.10.48|10.1.10.49;REG01WS018|REG01WS019|REG01WS053|REG01WS054;;10.1.1.154;83;;12/12/2025;
316;Genesys_;Gmg.Genesys.Services.CuotasChiquitas;Gmg.Genesys.Services.CuotasChiquitas_REG;GMG-Genesys_WEB;;;;Backend;;;;WCF;v4.5.2;REG;VLan2;10.1.10.46|10.1.10.47|10.1.10.48|10.1.10.49;REG01WS018|REG01WS019|REG01WS053|REG01WS054;;10.1.1.154;81;;12/12/2025;
332;Genesys_;Gmg.Genesys.Services.ProductoFinanciero;Gmg.Genesys.Services.ProductoFinanciero_;GMG-Genesys_WEB;;;;Backend;;;;WCF;v4.5.2;;VLan2;10.1.10.46|10.1.10.47|10.1.10.48|10.1.10.49;REG01WS018|REG01WS019|REG01WS053|REG01WS054;;10.1.1.154;81;;12/12/2025;
;;Gmg.Genesys.Core.Operaciones_NIC;Gmg.Genesys.Core.Operaciones_NIC_;;;;;Backend;;;;;;;VLan2;10.1.10.46|10.1.10.47|10.1.10.48|10.1.10.49;REG01WS018|REG01WS019|REG01WS053|REG01WS054;;10.1.1.154;5111;;19/1/2025;Michell Bonilla
352;Por_Definir;Gmg.Fingerprint.Service.IdentityService;Gmg.Fingerprint.Service.IdentityService_REG;;;;;Backend;;;;;;REG;VLan2;10.1.10.46|10.1.10.47|10.1.10.48|10.1.10.49;REG01WS018|REG01WS019|REG01WS053|REG01WS054;;10.1.1.154;82;;12/12/2025;
311;Genesys;Gmg.Genesys.Services.CargosRecurrentes;Gmg.Genesys.Services.CargosRecurrentes_;GMG-Genesys_WEB;;;;Backend;;;;WCF;v4.5.2;;;10.1.10.46|10.1.10.47|10.1.10.48|10.1.10.49;REG01WS018|REG01WS019|REG01WS053|REG01WS054;;10.1.1.154;81;;12/12/2025;
318;Genesys_;Gmg.Genesys.Services.DesembolsoEfectivo;Gmg.Genesys.Services.DesembolsoEfectivo_;GMG-Genesys_WEB;;;;Backend;;;;WCF;v4.5.2;;;10.1.10.46|10.1.10.47|10.1.10.48|10.1.10.49;REG01WS018|REG01WS019|REG01WS053|REG01WS054;;10.1.1.154;81;;12/12/2025;
319;Genesys_;Gmg.Genesys.Services.Devolucion;Gmg.Genesys.Services.Devolucion_;GMG-Genesys_WEB;;;;Backend;;;;WCF;v4.5.2;;;10.1.10.46|10.1.10.47|10.1.10.48|10.1.10.49;REG01WS018|REG01WS019|REG01WS053|REG01WS054;;10.1.1.154;81;;12/12/2025;
320;Genesys_;Gmg.Genesys.Services.Escenario;Gmg.Genesys.Services.Escenario_;GMG-Genesys_WEB;;;;Backend;;;;WCF;v4.5.2;;;10.1.10.46|10.1.10.47|10.1.10.48|10.1.10.49;REG01WS018|REG01WS019|REG01WS053|REG01WS054;;10.1.1.154;81;;12/12/2025;
321;Genesys_;Gmg.Genesys.Services.Etiquetas;Gmg.Genesys.Services.Etiquetas_;GMG-Genesys_WEB;;;;Backend;;;;WCF;v4.5.2;;;10.1.10.46|10.1.10.47|10.1.10.48|10.1.10.49;REG01WS018|REG01WS019|REG01WS053|REG01WS054;;10.1.1.154;81;;12/12/2025;
322;Genesys_;Gmg.Genesys.Services.Facturacion;Gmg.Genesys.Services.Facturacion_;GMG-Genesys_WEB;;;;Backend;;;;WCF;v4.5.2;;;10.1.10.46|10.1.10.47|10.1.10.48|10.1.10.49;REG01WS018|REG01WS019|REG01WS053|REG01WS054;;10.1.1.154;81;;12/12/2025;
323;Genesys_;Gmg.Genesys.Services.FacturacionElectronica;Gmg.Genesys.Services.FacturacionElectronica_;GMG-Genesys_WEB;;;;Backend;;;;WCF;v4.6.1;;;10.1.10.46|10.1.10.47|10.1.10.48|10.1.10.49;REG01WS018|REG01WS019|REG01WS053|REG01WS054;;10.1.1.154;81;;12/12/2025;
327;Genesys_;Gmg.Genesys.Services.Originacion;Gmg.Genesys.Services.Originacion_;GMG-Genesys_WEB;;;;Backend;;;;WCF;v4.5.2;;;10.1.10.46|10.1.10.47|10.1.10.48|10.1.10.49;REG01WS018|REG01WS019|REG01WS053|REG01WS054;;10.1.1.154;81;;12/12/2025;
329;Genesys_;Gmg.Genesys.Services.Preanalisis;Gmg.Genesys.Services.Preanalisis_;GMG-Genesys_WEB;;;;Backend;;;;WCF;v4.5.2;;;10.1.10.46|10.1.10.47|10.1.10.48|10.1.10.49;REG01WS018|REG01WS019|REG01WS053|REG01WS054;;10.1.1.154;81;;12/12/2025;
330;Genesys_;Gmg.Genesys.Services.SaldoDeudor;Gmg.Genesys.Services.SaldoDeudor_;GMG-Genesys_WEB;;;;Backend;;;;WCF;v4.5.2;;;10.1.10.46|10.1.10.47|10.1.10.48|10.1.10.49;REG01WS018|REG01WS019|REG01WS053|REG01WS054;;10.1.1.154;81;;12/12/2025;
331;Genesys_;Gmg.Genesys.Services.Seguros;Gmg.Genesys.Services.Seguros_;GMG-Genesys_WEB;;;;Backend;;;;WCF;v4.5.2;;;10.1.10.46|10.1.10.47|10.1.10.48|10.1.10.49;REG01WS018|REG01WS019|REG01WS053|REG01WS054;;10.1.1.154;81;;12/12/2025;
335;PAGOS_REG;Gmg.Iban.ETL;Gmg.Iban.ETL_;GMG-Iban-Service_Db_CRI;;;;Integration Services;;;;;;;;10.1.10.46|10.1.10.47|10.1.10.48|10.1.10.49;REG01WS018|REG01WS019|REG01WS053|REG01WS054;;;;;12/12/2025;
699;PAGOS_REG;Iban_CRI;Iban_CRI_;GMG-Iban-Service_Db_CRI;;;;Base Datos;;;;;;;;;;;PAGOSREG;1450;;12/12/2025;
700;PAGOS_REG;Iban_GTM;Iban_GTM_;GMG-Iban-Service-BD_GTM;;;;Base Datos;;;;;;;;;;;PAGOSREG;1450;;12/12/2025;
56;PAGOS_REG;Gmg.BandejaSalida.Core.Service;Gmg.BandejaSalida.Core.Service_CRI;;;;;Backend;;;;;;CRI;;10.1.2.227|10.1.2.228;REG01WS020|REG01WS021;;10.1.1.143;90;;12/12/2025;
60;PAGOS_REG;Gmg.BandejaSalida.Service.BandejaSalida;Gmg.BandejaSalida.Service.BandejaSalida_CRI;;;;;Backend;;;;;;CRI;;10.1.2.227|10.1.2.228;REG01WS020|REG01WS021;;10.1.1.143;85;;12/12/2025;
61;PAGOS_REG;Gmg.BandejaSalida.Service.Util;Gmg.BandejaSalida.Service.Util_CRI;;;;;Backend;;;;;;CRI;;10.1.2.227|10.1.2.228;REG01WS020|REG01WS021;;10.1.1.143;85;;12/12/2025;
77;BusDatos;Gmg.Bus.Service.Enrutador;Gmg.Bus.Service.Enrutador_REG;;;;;Backend;;;;WCF;;REG;;10.1.2.227|10.1.2.228;REG01WS020|REG01WS021;;10.1.1.143;82| 811;;12/12/2025;
78;BusDatos;Gmg.Bus.Service.Enrutador;Gmg.Bus.Service.Enrutador_SLV;GMG-BusDatos_APP;;;;Backend;;;;;;SLV;;10.1.2.227|10.1.2.228;REG01WS020|REG01WS021;; 10.1.1.143;82;;12/12/2025;
79;BusDatos;Gmg.Bus.Service.FacturaElectronica;Gmg.Bus.Service.FacturaElectronica_REG;;;;;Backend;;;;WCF;;REG;;10.1.2.227|10.1.2.228;REG01WS020|REG01WS021;;;82;;12/12/2025;
80;BusDatos;GMg.Bus.Service.WebHost;GMg.Bus.Service.WebHost_REG;;;;;Backend;;;;WCF;;REG;;10.1.2.227|10.1.2.228;REG01WS020|REG01WS021;;10.1.1.143;82;;12/12/2025;
81;BusDatos;Gmg.BusDatos.Administracion.Service;Gmg.BusDatos.Administracion.Service_REG;;;;;Backend;;;;WCF;;REG;;10.1.2.227|10.1.2.228;REG01WS020|REG01WS021;;10.1.1.143;92;;12/12/2025;
82;BusDatos;Gmg.BusDatos.Enrutador;Gmg.BusDatos.Enrutador_;GMG-BusDatosEnrutador_APP;;;;Backend;;;;;;;;10.1.2.227|10.1.2.228;REG01WS020|REG01WS021;; 10.1.1.143;93;;12/12/2025;
83;BusDatos;Gmg.BusDatos.Service.Core.Utils;Gmg.BusDatos.Service.Core.Utils_REG;GMG-BusDatosEnrutador_APP;;;;Backend;;;;Rest API;;REG;;10.1.2.227|10.1.2.228;REG01WS020|REG01WS021;;10.1.1.143;89;;12/12/2025;
97;BusDatos;Gmg.CodigosHacienda.Service;Gmg.CodigosHacienda.Service_REG;;;;;Backend;;;;WCF;;REG;;10.1.2.227|10.1.2.228;REG01WS020|REG01WS021;;10.1.1.143;8090;;12/12/2025;
193;BusDatos;Gmg.FactElectronica.Administracion.Service;Gmg.FactElectronica.Administracion.Service_REG;;;;;Backend;;;;WCF;;REG;;10.1.2.227|10.1.2.228;REG01WS020|REG01WS021;;10.1.1.143;91;;12/12/2025;
194;BusDatos;Gmg.FacturaElectronica.Service.Core.Sap;Gmg.FacturaElectronica.Service.Core.Sap_REG;;;;;Backend;;;;WCF;;REG;;10.1.2.227|10.1.2.228;REG01WS020|REG01WS021;;10.1.1.143;88;;12/12/2025;
195;BusDatos;Gmg.FacturaElectronica.Service.Factura;Gmg.FacturaElectronica.Service.Factura_REG;GMG-FacturaElectronica_APP;;;;Backend;;;;WCF;;REG;;10.1.2.227|10.1.2.228;REG01WS020|REG01WS021;; 10.1.1.143;83| 806;;12/12/2025;
236;BusDatos;Gmg.FE.Service.Core.Factura;Gmg.FE.Service.Core.Factura_REG;GMG-FacturaElectronica_APP;;;;Backend;;;;WCF;;REG;;10.1.2.227|10.1.2.228;REG01WS020|REG01WS021;;10.1.1.143;8091;;12/12/2025;
237;BusDatos;Gmg.FE.Service.Core.Factura.Panama;Gmg.FE.Service.Core.Factura.Panama_;GMG-FacturaElectronica-PAN_APP;;;;Backend;;;;;;;;10.1.2.227|10.1.2.228;REG01WS020|REG01WS021;; 10.1.1.143;8092;;12/12/2025;
238;BusDatos;Gmg.FE.Service.Core.Sap;Gmg.FE.Service.Core.Sap_;GMG-FacturaElectronicaSAP-CRI_APP;;;;Backend;;;;;;;;10.1.2.227|10.1.2.228;REG01WS020|REG01WS021;; 10.1.1.143;95;;12/12/2025;
239;BusDatos;Gmg.FEGenesys.Service.Api;Gmg.FEGenesys.Service.Api_REG;;;;;Backend;;;;WCF;;REG;;10.1.2.227|10.1.2.228;REG01WS020|REG01WS021;;10.1.1.143;81;;12/12/2025;
240;BusDatos;Gmg.FEGenesys.Service.FacturaElectronica;Gmg.FEGenesys.Service.FacturaElectronica_REG;;;;;Backend;;;;WCF;;REG;;10.1.2.227|10.1.2.228;REG01WS020|REG01WS021;;10.1.1.143;81;;12/12/2025;
400;BusDatos;Gmg.Padron.Service.Cliente;Gmg.Padron.Service.Cliente_REG;GMG-Padron_APP;;;;Backend;;;;WCF;;REG;;10.1.2.227|10.1.2.228;REG01WS020|REG01WS021;; 10.1.1.143;84;;12/12/2025;
401;BusDatos;Gmg.Padron.Service.Core.Cliente;Gmg.Padron.Service.Core.Cliente_;;;;;Backend;;;;;;;;10.1.2.227|10.1.2.228;REG01WS020|REG01WS021;;10.1.1.143;94;;12/12/2025;
426;PAGOS_REG;Gmg.ProcesadorMensajes.Service.Procesador;Gmg.ProcesadorMensajes.Service.Procesador_CRI;;;;;Backend;;;;;;CRI;;10.1.2.227|10.1.2.228;REG01WS020|REG01WS021;;10.1.1.143;86;;12/12/2025;
336;PAGOS_REG;Gmg.Iban.ETL;Gmg.Iban.ETL_;GMG-Iban-Service-BD_NIC;;;;Integration Services;;;;;;;;;;;;;;12/12/2025;
702;PAGOS_REG;Iban_NIC;Iban_NIC_;GMG-Iban-Service-BD_NIC;;;;Base Datos;;;;;;;;;;;PAGOSREG;1450;;12/12/2025;
365;FastTrack;Gmg.LivenessCheck.Service;Gmg.LivenessCheck.Service_REG;GMG-Face-LivenessCheckService_APP;;;REL_APP-Liveness-CheckService-PRD;Backend;;;;Rest API;Core 3.1;REG;DMZ;172.16.20.25|172.16.20.26;REG01WS028|REG01WS033;;172.16.20.24;8390;2;12/12/2025;
